soc_2018_harmonized,occ_title,employment,median_wage,growth_profile_score,aioe_score
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",70110.0,45190.0,1.7805843173841518,-0.9901662
53-6011,Bridge and Lock Tenders,2720.0,58490.0,1.7802275020956377,-0.6322159
51-4041,Machinists,298790.0,56150.0,1.7786085923677957,-0.8675535
47-2044,Tile and Stone Setters,38740.0,52240.0,1.7783109625046294,-1.22543
51-9031,"Cutters and Trimmers, Hand",7070.0,38800.0,1.7772490042970672,-0.9479839
51-9083,Ophthalmic Laboratory Technicians,18740.0,38420.0,1.7755298308287928,-0.5966759
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",15660.0,46480.0,1.7646838850785211,-1.94229
51-9161,Computer Numerically Controlled Tool Operators,176950.0,49970.0,1.7639726560010776,
49-9096,Riggers,24190.0,62060.0,1.7622692705588074,-1.221519
45-2041,"Graders and Sorters, Agricultural Products",26870.0,35430.0,1.7569035759571963,-1.370968
49-9043,"Maintenance Workers, Machinery",56540.0,60500.0,1.7555456118592907,-0.9735492
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",16160.0,47010.0,1.75538927547296,-0.9582346
37-3013,Tree Trimmers and Pruners,47870.0,50430.0,1.7536322107491094,-1.727035
53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",12460.0,65480.0,1.752991081297595,
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",8960.0,37940.0,1.7523333334656637,-1.022949
41-2011,Cashiers,3148030.0,31190.0,1.751841957199634,-0.2480887
39-5011,Barbers,18100.0,38960.0,1.749084187450607,-0.7294621
51-9123,"Painting, Coating, and Decorating Workers",8470.0,40860.0,1.7462913761387,-0.9705587
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",38610.0,48680.0,1.7462015643703235,-1.618772
49-3051,Motorboat Mechanics and Service Technicians,24250.0,54950.0,1.7419653340218701,-0.8863602
47-2041,Carpet Installers,14980.0,49850.0,1.7408993881822428,-1.564577
51-4111,Tool and Die Makers,55130.0,63180.0,1.738841854778969,-0.5317897
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,29050.0,49140.0,1.7386655552845496,-1.210591
27-1012,Craft Artists,4370.0,38480.0,1.7384395678981917,-0.9295284
51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",34860.0,97540.0,1.7333996712312707,-0.370036
47-5011,"Derrick Operators, Oil and Gas",11040.0,62740.0,1.7298852714186272,-1.415002
33-9091,Crossing Guards and Flaggers,90180.0,37700.0,1.7258295570163116,-0.5699511
51-4061,"Model Makers, Metal and Plastic",3230.0,62700.0,1.7223119380025904,-0.7421977
53-4041,Subway and Streetcar Operators,9200.0,84830.0,1.7213473770557197,-0.6155429
51-6011,Laundry and Dry-Cleaning Workers,195360.0,33800.0,1.7204685188967572,-1.054399
47-5041,Continuous Mining Machine Operators,14340.0,63380.0,1.7167947338767613,-1.165492
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",8760.0,49240.0,1.716459059419976,-0.8046677
51-4052,"Pourers and Casters, Metal",5830.0,48940.0,1.7162424154896907,-1.00914
51-9071,Jewelers and Precious Stone and Metal Workers,23420.0,49140.0,1.7160595202293365,-0.1560197
27-2011,Actors,38800.0,,1.7154636605647537,0.1590935
51-7011,Cabinetmakers and Bench Carpenters,79540.0,46020.0,1.7140717990038574,-1.327489
27-3092,Court Reporters and Simultaneous Captioners,12630.0,67310.0,1.7123140884371844,
49-2011,"Computer, Automated Teller, and Office Machine Repairers",73010.0,46860.0,1.7102850822361453,-0.3458247
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",62730.0,38150.0,1.7036801134173047,-0.8184676
47-2151,Pipelayers,33580.0,48710.0,1.7010371178487744,-1.225611
49-9064,Watch and Clock Repairers,1300.0,60690.0,1.700445728221453,-0.2123996
53-6021,Parking Attendants,134650.0,34600.0,1.698762810849353,-0.8353891
35-2011,"Cooks, Fast Food",668230.0,30160.0,1.6915944005795975,-0.7131837
49-9045,"Refractory Materials Repairers, Except Brickmasons",1100.0,58540.0,1.6910958129377762,-1.237463
37-2012,Maids and Housekeeping Cleaners,854910.0,34660.0,1.689822458719064,-1.480657
51-3093,Food Cooking Machine Operators and Tenders,27660.0,40550.0,1.68828125645909,-0.5559894
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",34750.0,45690.0,1.680674567095499,-1.183408
49-9061,Camera and Photographic Equipment Repairers,2010.0,49300.0,1.6761414238612071,0.0546422
53-3031,Driver/Sales Workers,417420.0,37130.0,1.6755503542225199,-0.7293087
47-2142,Paperhangers,1520.0,48260.0,1.6743853842902667,-1.72753
47-2072,Pile Driver Operators,3040.0,70510.0,1.6718858336430218,-1.220009
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",54200.0,49500.0,1.6715668193752355,-0.9379141
51-8091,Chemical Plant and System Operators,17840.0,73540.0,1.6627763906207633,-0.3831282
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",13810.0,48310.0,1.6611923874021142,-0.8703219
47-2221,Structural Iron and Steel Workers,64720.0,62700.0,1.656567114022129,-1.780065
53-7031,Dredge Operators,1030.0,48430.0,1.6561993923484317,-1.016648
53-6061,Passenger Attendants,25340.0,37560.0,1.6522770294121467,-0.3752249
27-2031,Dancers,9060.0,,1.651409846431032,-2.669758
51-4194,"Tool Grinders, Filers, and Sharpeners",5730.0,48970.0,1.6479862677050499,-0.8809238
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",174430.0,45590.0,1.645974912350161,-1.036569
39-5092,Manicurists and Pedicurists,147820.0,34660.0,1.6445451079647746,0.0335124
51-9198,Helpers--Production Workers,167490.0,38220.0,1.643787611565092,-1.411304
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",28550.0,46890.0,1.6432832690766257,-1.043476
51-2031,Engine and Other Machine Assemblers,38420.0,52540.0,1.6411736840359041,-0.9561453
51-4062,"Patternmakers, Metal and Plastic",1570.0,54540.0,1.6317335480693982,-0.6131331
47-5043,"Roof Bolters, Mining",2230.0,76640.0,1.6300620309732579,
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",14590.0,47450.0,1.6266424412068117,-1.092486
47-3012,Helpers--Carpenters,24610.0,41600.0,1.6215227506134533,-1.425282
53-3032,Heavy and Tractor-Trailer Truck Drivers,2070480.0,57440.0,1.616615527200289,-1.149057
49-9097,Signal and Track Switch Repairers,8210.0,83600.0,1.6149522478288925,-0.858221
39-3011,Gambling Dealers,82980.0,33280.0,1.6079549748271222,0.0605832
51-9191,Adhesive Bonding Machine Operators and Tenders,12170.0,45210.0,1.5990944286439217,-1.311418
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,5820.0,37320.0,1.5968320119640211,-0.8609312
37-3011,Landscaping and Groundskeeping Workers,943430.0,38090.0,1.593291883889693,-1.824293
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",14960.0,34800.0,1.5859289408196204,-0.3454376
27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",10000.0,60560.0,1.5838757591312063,-0.5690498
51-6052,"Tailors, Dressmakers, and Custom Sewers",16290.0,40860.0,1.5781885748244209,-0.4305268
39-3021,Motion Picture Projectionists,1950.0,38180.0,1.5767371988444152,-0.3786598
47-2081,Drywall and Ceiling Tile Installers,82900.0,58140.0,1.5732757618934825,-1.647971
43-9081,Proofreaders and Copy Markers,5160.0,49210.0,1.567687501291757,1.288375
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",5310.0,46630.0,1.5666941117177144,-0.7598132
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",111930.0,56530.0,1.5613386330172827,-1.185001
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",154820.0,41230.0,1.5514122953071852,-1.146139
51-4071,Foundry Mold and Coremakers,12720.0,45700.0,1.5400412132418007,-1.740349
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",7220.0,38140.0,1.51871031122173,-2.04484
51-3023,Slaughterers and Meat Packers,67500.0,39790.0,1.508118045837501,-1.834668
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",20600.0,37660.0,1.5010946258753903,-1.392929
49-3022,Automotive Glass Installers and Repairers,18940.0,47260.0,1.4991745163359986,-1.202285
47-5044,"Loading and Moving Machine Operators, Underground Mining",6130.0,68860.0,1.4917959872604782,
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",28260.0,47350.0,1.4892056191612728,-0.7233995
47-2082,Tapers,12500.0,64700.0,1.48092997657837,-1.540774
51-6031,Sewing Machine Operators,109590.0,36000.0,1.4694485194697224,-0.9639661
51-4121,"Welders, Cutters, Solderers, and Brazers",424040.0,51000.0,1.4525633174417736,-1.197596
51-6021,"Pressers, Textile, Garment, and Related Materials",26830.0,33880.0,1.4484159374410477,-1.950063
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",43140.0,39950.0,1.4416039497562432,-1.165031
43-5021,Couriers and Messengers,71920.0,38340.0,1.4241403816633043,-0.9591126
47-5051,"Rock Splitters, Quarry",3080.0,47460.0,1.409933494183122,-1.763494
51-6051,"Sewers, Hand",2240.0,33760.0,1.3991803570428039,-0.5987218
53-7063,Machine Feeders and Offbearers,46690.0,39700.0,1.3876524614425776,-1.037413
43-5052,Postal Service Mail Carriers,336040.0,57490.0,1.364850782041294,-1.064715
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",63350.0,40440.0,1.3518949960571756,-1.130357
41-9012,Models,5350.0,89990.0,1.2775815882949664,-1.122021
53-7081,Refuse and Recyclable Material Collectors,139180.0,48350.0,1.140568114317003,-1.283373
45-4021,Fallers,4110.0,53900.0,1.119683897414597,-1.795407
