soc_code,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation and Control,Operations Analysis,Operations Monitoring,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing
51-8091,3.25,3.38,3.25,2.88,3.5,2.75,2.12,1.0,2.62,3.25,2.88,1.88,1.88,2.75,2.62,3.62,2.25,4.0,2.12,4.12,2.38,1.75,3.62,3.25,2.75,2.88,2.5,2.62,3.12,2.62,2.88,1.0,3.25,2.88,3.0
51-8092,2.88,3.0,3.0,3.0,3.5,2.88,2.25,1.0,2.75,3.25,2.75,2.0,2.0,2.75,2.88,3.62,2.5,3.75,1.88,4.12,2.62,1.62,3.25,3.12,2.88,2.0,2.25,2.88,3.0,2.75,2.62,1.88,3.0,3.0,3.0
51-8093,3.0,3.0,3.12,2.88,3.0,2.88,2.5,1.0,2.62,3.0,2.88,1.88,1.88,2.5,2.62,3.62,2.25,3.75,1.88,4.0,2.12,1.88,2.88,3.5,2.62,2.0,2.25,2.88,3.12,2.75,2.5,1.5,3.0,2.88,3.0
51-8099,2.88,3.25,2.88,3.12,3.12,3.25,2.5,1.5,3.0,2.88,2.5,1.75,2.25,2.5,2.88,3.38,2.88,3.75,1.12,3.88,2.88,1.62,3.38,3.5,3.0,2.88,3.0,3.12,3.25,2.88,2.88,1.5,2.88,3.0,3.12
51-9011,3.0,3.38,3.12,3.0,3.38,2.75,2.38,1.0,2.62,3.38,2.75,1.5,2.0,2.5,2.88,3.75,2.0,3.88,2.0,3.88,2.12,1.62,3.0,3.38,2.38,2.62,2.5,2.75,3.12,2.75,2.75,1.75,3.0,3.0,3.0
51-9012,2.88,3.0,2.88,2.88,3.12,2.88,2.38,2.0,2.62,3.0,2.75,1.88,2.0,2.75,2.62,3.12,2.12,3.12,1.75,3.75,2.5,1.75,3.12,3.0,2.88,2.5,2.38,2.75,2.88,2.62,2.0,1.88,3.0,2.88,2.88
51-9021,2.75,3.0,2.88,3.0,2.88,2.88,2.12,1.12,2.88,3.0,2.5,1.62,1.88,2.38,2.38,3.12,2.0,3.88,1.25,3.88,2.5,1.25,3.12,3.0,2.75,1.88,2.38,2.75,3.0,2.88,2.62,1.25,3.0,2.88,2.88
51-9022,2.38,2.88,2.75,2.62,2.88,3.12,2.62,1.0,2.25,2.75,2.12,1.75,1.88,2.12,2.12,2.75,2.12,3.12,1.62,3.25,2.25,1.25,3.38,2.75,3.0,1.12,2.25,2.62,2.88,2.25,2.12,1.88,2.75,2.88,2.38
51-9023,2.75,2.88,2.75,3.0,3.12,3.12,2.12,1.12,2.12,3.0,2.62,1.38,1.62,2.0,2.38,3.12,1.88,3.62,1.12,3.62,1.88,1.38,3.12,3.12,3.12,1.88,2.0,2.62,3.0,2.62,2.12,1.38,3.12,3.12,2.75
51-9031,2.12,2.88,2.5,2.25,2.62,1.12,1.12,1.0,2.12,2.75,2.0,1.25,1.5,2.25,2.0,2.75,2.0,2.25,1.25,2.25,2.12,1.0,2.25,2.75,1.0,1.0,2.25,2.75,2.88,2.0,2.0,1.0,2.88,2.0,2.12
51-9032,2.62,2.88,2.88,3.0,3.0,3.0,2.62,1.5,2.12,2.75,2.12,1.62,1.88,2.25,2.62,3.25,2.0,3.62,1.62,3.75,2.0,1.88,3.5,3.12,2.75,1.5,2.0,2.75,2.62,2.62,2.25,1.75,2.75,3.0,2.38
51-9041,2.62,3.0,2.88,2.75,3.0,2.62,2.38,1.88,2.25,2.88,2.12,1.62,1.75,2.12,2.12,3.38,1.75,3.75,2.0,3.75,2.0,1.25,3.0,3.0,2.75,1.75,2.0,2.88,3.12,2.25,2.12,1.75,2.75,3.0,2.75
51-9051,2.38,3.12,2.38,2.5,3.12,2.12,1.5,1.0,2.12,2.38,2.12,1.25,1.38,2.12,2.25,3.12,2.12,3.12,1.5,3.88,2.12,1.25,3.0,3.12,1.75,1.88,2.12,2.25,3.12,2.0,2.0,1.38,2.38,2.12,2.62
51-9061,2.38,3.12,2.88,2.88,3.25,1.75,2.0,1.0,2.0,3.12,2.0,1.75,1.88,2.12,2.62,3.0,2.12,2.88,2.0,3.0,2.25,1.5,3.75,3.12,1.62,1.62,2.38,2.88,3.12,2.12,2.12,1.62,3.0,2.25,3.25
51-9071,2.625,3.06,2.815,2.75,3.0,2.0,2.37,1.0,2.31,2.815,2.315,2.185,2.25,2.25,2.5,2.94,2.375,2.25,2.06,2.565,2.625,1.0,2.88,2.88,2.065,1.19,2.75,2.815,3.06,2.06,2.0,1.875,2.69,2.06,2.62
51-9081,3.0,3.0,3.0,2.75,3.25,2.25,2.38,1.0,2.75,3.12,2.88,1.88,1.88,2.38,2.0,3.0,2.38,2.75,1.75,3.12,2.38,1.25,2.88,3.38,2.25,2.12,2.38,2.88,3.0,2.25,2.0,1.88,3.25,2.25,2.88
51-9082,3.0,3.88,3.38,3.0,3.75,3.0,2.75,1.5,3.0,3.25,2.88,1.88,2.12,2.62,2.75,3.25,2.75,2.75,2.38,3.5,2.88,1.38,3.75,3.62,3.0,1.88,3.12,3.5,3.62,2.88,2.5,2.38,3.0,3.62,3.0
51-9083,2.75,2.88,2.62,2.62,3.0,2.25,2.62,1.0,2.25,3.0,2.5,1.75,1.75,2.5,2.12,3.0,2.12,3.25,1.62,3.12,2.25,1.75,3.12,3.0,2.62,1.75,2.75,2.62,2.88,2.25,2.12,1.75,3.12,2.38,2.75
51-9111,2.38,3.0,2.75,3.0,2.88,2.88,2.0,1.0,2.62,2.75,2.12,1.25,1.25,2.25,2.12,3.12,2.25,3.0,1.0,3.25,2.25,1.12,2.88,2.88,2.38,1.0,2.38,2.88,2.75,2.12,2.12,1.38,2.88,2.75,2.62
51-9123,2.12,2.88,2.12,2.88,2.75,1.5,1.62,1.0,2.12,2.5,2.0,1.5,1.62,2.12,1.88,2.88,2.0,1.5,1.62,2.12,2.0,1.0,2.12,2.75,1.38,1.0,2.38,2.88,2.75,2.0,2.0,1.5,2.62,2.0,2.25
51-9124,2.5,2.62,2.88,2.88,2.75,3.0,2.88,1.12,2.12,2.62,2.62,1.62,1.88,2.0,2.0,3.12,1.88,3.12,1.5,3.62,1.88,1.38,3.12,2.62,3.0,1.12,2.12,2.75,2.62,2.25,2.12,1.38,2.88,2.88,2.25
51-9141,2.5,3.25,2.75,2.88,3.38,2.88,2.38,1.38,2.25,2.88,2.25,1.5,1.62,2.25,1.88,3.25,2.0,2.88,2.12,3.62,2.25,1.62,3.25,3.38,2.5,1.88,2.12,2.88,2.88,2.25,2.0,1.75,2.75,2.88,2.75
51-9151,2.88,3.38,3.12,2.75,3.12,2.75,2.75,1.38,2.75,3.0,2.5,2.0,2.12,2.25,2.0,3.12,2.88,3.12,1.5,3.5,2.88,2.38,3.38,3.25,2.38,1.62,3.25,2.88,3.25,2.75,2.5,2.0,3.0,2.88,2.75
51-9161,2.88,3.12,3.12,2.88,3.62,3.0,2.75,2.12,2.75,3.0,2.62,1.5,1.62,2.38,2.75,3.62,2.0,4.12,2.5,4.12,1.88,2.12,3.38,2.88,3.0,1.62,2.0,2.88,3.0,2.88,2.88,1.75,3.0,3.12,2.62
51-9162,3.25,3.12,3.25,3.0,3.25,2.75,2.62,1.12,2.75,3.25,2.88,1.75,2.12,2.5,3.25,3.5,2.38,3.0,3.0,3.38,2.38,4.12,3.0,3.25,2.38,1.88,2.25,2.75,3.0,3.25,3.12,2.38,3.0,3.0,3.25
51-9191,2.62,3.12,2.75,3.0,2.88,2.88,2.12,1.12,2.25,2.62,2.25,1.75,1.75,1.88,2.5,3.12,1.88,3.88,1.75,3.75,2.0,1.62,3.12,3.0,3.0,1.5,2.25,2.88,3.12,2.75,2.12,1.25,3.0,3.0,2.75
51-9192,2.12,2.88,2.5,2.75,2.88,2.25,1.88,1.0,2.12,2.62,2.25,1.25,1.38,2.25,2.0,2.88,2.0,3.25,1.38,3.12,2.0,1.12,2.5,2.75,1.75,1.5,2.12,2.75,2.88,2.0,2.0,1.0,2.88,2.25,2.25
51-9193,3.0,3.0,3.5,2.88,3.62,3.12,2.75,1.5,2.75,3.12,2.5,1.75,1.88,2.75,2.38,3.5,2.38,3.75,1.88,3.88,2.5,1.75,3.12,3.0,3.12,1.75,2.38,2.75,3.12,2.38,2.25,1.62,3.0,3.12,2.88
51-9194,2.38,3.0,2.62,2.5,3.0,2.62,2.25,1.0,2.25,2.88,2.25,1.88,1.88,2.12,2.0,3.12,2.0,3.0,1.88,3.12,2.12,1.62,3.0,3.12,2.12,1.12,2.25,2.75,3.0,2.0,2.0,2.12,2.75,2.62,2.25
51-9195,2.4074999999999998,2.9699999999999998,2.6550000000000002,2.59,2.9050000000000002,2.0300000000000002,2.1574999999999998,1.06,2.0925000000000002,2.6875,2.185,1.685,2.0,2.25,2.2475,2.9699999999999998,2.0275,3.0,1.845,3.0025,2.0949999999999998,1.25,2.8475,2.8775,1.9375,1.4075,2.2199999999999998,2.6875,2.815,2.125,2.0625,1.685,2.6574999999999998,2.2175000000000002,2.4675000000000002
51-9196,2.88,3.0,2.88,2.88,3.0,2.88,2.25,1.38,2.12,2.75,2.0,1.62,1.88,2.25,2.12,3.0,2.25,3.25,2.0,3.62,2.38,1.0,3.12,2.75,2.25,1.0,2.38,2.88,3.0,2.25,2.25,1.88,3.0,2.75,2.25
51-9197,2.0,3.0,2.25,2.0,3.0,1.88,1.88,1.12,2.0,2.75,2.0,1.5,1.62,1.88,1.88,3.0,1.75,3.25,1.38,3.12,1.88,1.25,2.62,2.25,1.75,1.0,2.12,2.38,2.62,1.88,1.75,1.62,2.75,2.12,2.0
51-9198,2.0,2.88,2.25,2.62,2.75,2.12,2.0,1.0,2.0,2.25,2.0,1.62,1.75,1.88,2.0,2.88,1.88,2.62,1.62,2.75,1.88,1.25,2.62,2.62,2.12,1.25,2.12,2.62,2.75,2.0,1.88,1.25,2.25,2.12,1.88
53-1041,3.0,3.62,3.12,3.5,3.75,2.0,1.88,1.12,3.12,3.38,3.5,1.75,2.12,3.75,3.0,3.62,2.5,2.75,1.75,2.75,2.75,1.62,2.62,3.25,2.0,1.5,2.88,3.25,3.62,3.0,2.75,1.75,3.62,2.38,3.12
53-1042,2.935,3.56,3.19,3.685,3.5,1.25,1.5,1.0,3.0,3.25,3.0,2.185,2.25,3.685,2.375,3.44,2.81,2.185,1.625,2.565,3.0,1.315,2.315,3.31,1.25,1.315,2.875,3.125,3.75,2.75,2.88,1.625,3.5,1.875,3.12
53-1043,3.12,4.0,3.5,4.0,3.62,2.25,1.62,1.0,3.12,3.62,3.12,1.75,2.5,4.0,2.75,3.5,3.12,2.25,2.5,2.5,3.0,1.25,2.38,3.62,2.25,1.25,3.0,3.62,3.88,2.88,2.88,1.38,4.0,2.25,3.38
53-2011,3.75,4.12,3.62,3.62,4.12,1.75,1.0,1.0,3.0,4.0,3.0,1.62,1.88,2.88,3.12,4.12,2.62,4.88,2.12,4.62,2.75,1.5,3.12,3.88,1.12,2.75,2.88,3.25,3.75,3.25,3.25,1.62,3.88,3.12,3.12
53-2012,3.62,3.88,3.62,3.25,4.0,1.88,1.5,1.0,3.0,3.88,3.12,1.62,1.88,2.88,2.75,4.12,2.12,4.75,1.62,4.38,2.88,1.5,2.62,3.75,1.88,2.62,2.88,3.0,3.75,3.12,3.0,1.5,3.0,3.12,3.0
53-2021,3.75,4.38,4.0,3.88,4.12,1.25,1.25,1.0,3.12,4.12,3.12,1.75,1.75,2.88,2.88,4.0,2.62,2.5,2.75,3.25,2.88,1.75,2.75,3.75,1.12,1.75,3.12,3.38,4.25,3.25,3.12,1.75,3.5,2.0,3.12
53-2022,3.25,4.0,3.38,3.75,3.75,1.0,1.25,1.0,3.25,3.25,3.0,1.62,2.0,2.88,2.12,4.0,2.88,2.75,2.5,3.0,2.75,1.38,2.25,3.75,1.0,1.62,3.0,3.12,3.75,3.12,3.12,1.75,3.12,1.62,3.38
53-2031,3.12,3.88,2.88,3.62,3.12,1.0,1.0,1.0,2.88,3.0,2.75,1.88,1.88,2.5,2.0,3.88,2.88,2.0,1.62,2.38,3.0,1.38,2.12,3.12,1.0,1.38,3.75,3.75,4.12,2.0,2.0,1.75,3.12,2.0,3.0
53-3011,3.12,3.38,2.88,2.88,3.5,2.25,2.0,1.0,3.0,3.0,2.38,1.38,2.12,2.25,2.0,3.0,2.75,3.0,1.75,2.75,2.75,1.12,2.0,3.12,2.12,1.62,3.5,3.12,3.12,2.0,1.88,1.38,2.88,2.38,2.88
53-3031,2.75,3.75,3.0,2.75,3.12,1.62,1.0,1.0,2.12,2.88,2.0,1.75,1.75,2.0,2.62,2.88,2.75,2.75,1.12,2.5,2.88,1.0,2.0,3.0,1.25,1.0,3.12,3.0,3.62,2.0,2.0,1.38,3.0,2.0,2.75
53-3032,2.5,2.88,2.62,2.75,3.0,2.88,2.12,1.75,1.88,2.88,2.0,1.75,1.88,1.88,2.0,3.12,2.0,3.75,1.75,3.75,1.88,1.0,2.62,3.0,2.88,1.0,2.5,2.75,3.0,2.12,2.0,1.38,3.0,3.0,2.75
53-3033,2.12,3.12,2.62,2.5,3.0,2.25,1.75,1.0,2.25,2.62,2.0,1.5,1.62,2.0,2.25,3.12,1.88,3.12,1.62,2.75,2.0,1.0,2.12,3.12,2.0,1.12,2.75,2.75,3.12,2.12,2.12,1.25,3.0,2.0,2.75
53-3052,2.62,3.12,2.38,2.62,3.12,1.88,1.38,1.0,2.0,2.75,2.12,1.75,1.75,2.12,2.0,3.0,2.12,3.88,1.0,3.62,2.5,1.0,2.12,2.75,1.62,1.0,3.12,3.0,3.0,1.88,1.88,1.75,3.12,2.0,2.5
53-4011,3.12,3.75,3.12,3.0,3.62,2.12,1.5,1.0,2.38,3.38,2.88,1.62,1.75,2.5,2.5,3.62,2.0,4.12,1.75,4.0,2.0,1.0,2.88,3.38,1.88,1.38,2.38,2.75,3.62,2.25,2.12,1.25,3.12,2.75,3.0
53-4013,3.0,3.38,3.38,3.12,3.25,2.88,2.75,1.62,2.75,3.12,2.75,1.75,1.88,2.75,2.38,3.62,1.88,3.75,1.38,3.62,2.38,1.25,3.12,3.12,2.88,1.5,2.62,2.62,3.5,2.75,2.75,1.25,3.12,3.12,2.88
53-4022,2.62,3.25,2.75,3.0,3.25,1.75,1.5,1.0,2.75,3.0,2.62,1.75,1.88,2.38,2.12,3.5,2.12,3.25,1.25,3.38,2.5,1.0,2.75,3.12,1.88,1.0,2.5,3.0,2.88,2.12,2.0,1.12,3.0,2.38,2.62
53-4031,3.0,3.5,3.25,3.75,3.62,1.12,1.0,1.0,2.88,3.5,2.75,1.75,1.88,3.0,2.25,3.75,2.5,3.25,1.88,3.38,3.0,1.5,3.0,3.12,1.0,1.5,2.88,2.88,3.75,3.0,3.0,1.38,3.5,2.25,3.0
53-4041,3.0,3.62,3.0,3.0,3.0,2.25,2.0,1.0,2.38,3.12,2.62,2.0,2.0,2.12,2.38,3.25,2.62,3.88,1.75,3.88,2.75,1.0,2.5,3.12,2.12,1.0,3.12,3.0,3.38,2.0,2.0,1.0,3.0,2.62,2.75
53-5011,2.88,3.12,3.0,3.0,3.12,2.88,2.75,1.0,2.62,3.0,2.5,1.88,2.0,2.75,2.5,3.25,2.5,3.62,1.25,3.88,2.75,1.0,3.0,2.88,3.12,1.88,2.88,2.88,3.0,2.12,2.12,1.88,3.0,3.12,2.75
53-5021,3.12,3.38,3.25,3.25,3.38,3.12,2.62,1.38,3.12,3.38,2.88,2.5,2.75,3.25,2.38,3.5,2.88,3.62,1.62,3.38,3.0,1.88,3.12,3.25,3.0,1.88,2.88,3.12,3.5,2.75,2.5,2.12,3.12,2.88,3.12
53-5022,2.75,3.12,3.0,3.0,3.12,3.38,2.62,1.0,2.88,3.25,2.38,1.88,2.0,2.75,2.25,3.38,2.62,3.88,1.62,3.75,2.38,1.0,2.88,2.88,2.88,1.5,3.0,3.0,3.38,2.75,2.62,1.88,3.0,3.0,2.5
53-5031,3.25,3.62,3.38,3.0,3.88,3.75,3.0,2.5,2.75,3.25,2.75,1.75,2.0,2.88,2.38,3.62,2.0,3.88,1.75,3.88,2.0,1.62,3.12,3.12,3.75,1.88,2.75,2.88,3.5,3.25,2.75,1.5,3.0,3.75,3.0
53-6011,2.38,3.0,2.88,3.0,3.0,1.75,1.5,1.0,2.75,3.0,2.5,1.0,1.12,2.25,2.0,3.25,2.5,3.0,1.12,3.0,2.62,1.12,2.5,2.88,1.62,1.12,2.88,2.62,3.0,1.75,2.0,1.12,2.88,2.38,2.88
53-6021,2.25,3.25,2.5,2.75,2.88,1.5,1.25,1.0,2.38,2.75,2.12,1.62,1.75,2.12,2.75,2.75,2.38,2.62,1.25,2.25,2.25,1.0,1.62,2.5,1.25,1.0,3.38,3.0,3.5,1.88,2.0,1.0,2.38,1.62,2.75
53-6031,2.5,3.12,3.0,3.0,3.0,3.0,2.38,2.0,2.25,3.0,2.25,1.88,1.88,2.12,2.38,2.75,2.62,3.12,1.25,2.75,2.62,1.12,2.62,2.75,3.0,1.38,3.12,2.88,3.12,2.12,2.12,1.62,3.12,2.5,2.62
53-6041,3.0,3.62,3.25,3.0,3.25,2.0,2.0,1.12,2.88,3.25,2.62,2.0,2.0,3.0,2.88,3.12,2.75,2.75,2.88,2.88,2.88,2.0,2.38,3.25,1.88,2.75,2.88,3.0,3.25,3.0,3.0,2.12,3.0,2.12,3.12
53-6051,2.8733333333333335,3.5,3.0400000000000005,2.9166666666666665,3.5400000000000005,2.21,1.9566666666666668,1.04,2.5833333333333335,3.0833333333333335,2.5,1.5833333333333333,1.75,2.5,2.29,3.2133333333333334,2.5,2.75,1.83,3.25,2.54,1.3333333333333333,3.3333333333333335,3.5,2.1666666666666665,2.2133333333333334,2.6666666666666665,2.956666666666667,3.5,2.5433333333333334,2.6266666666666665,1.6633333333333333,3.17,2.9166666666666665,3.2866666666666666
53-6061,2.62,3.75,2.62,3.0,2.88,1.0,1.0,1.0,2.5,2.62,1.62,1.38,1.38,2.12,2.12,3.25,2.88,2.38,1.38,2.5,3.0,1.38,2.25,3.0,1.0,1.0,3.88,3.75,3.75,1.88,2.0,1.38,2.5,2.0,2.5
53-7011,2.75,3.12,3.0,2.62,3.0,2.62,2.12,1.0,2.75,2.88,2.12,1.38,1.88,2.5,2.0,3.38,2.12,4.0,2.0,4.0,2.5,1.25,2.88,2.88,2.5,1.75,2.75,2.75,3.0,2.62,2.75,1.88,2.88,2.88,2.75
53-7021,2.88,3.12,2.88,2.75,3.25,2.88,2.0,1.62,2.25,3.0,2.25,1.5,1.62,2.38,2.62,3.12,2.12,3.88,1.88,3.75,2.25,1.0,2.62,3.0,2.88,1.12,2.12,2.5,3.0,1.62,2.12,1.38,3.0,2.88,2.62
53-7031,2.5,2.88,2.75,3.0,3.0,2.5,2.75,1.0,2.38,3.0,2.38,1.75,1.88,2.62,2.0,2.88,2.25,3.75,1.75,3.5,2.25,1.0,2.5,2.5,2.5,1.25,2.12,2.75,2.88,2.12,2.12,1.75,2.75,2.88,2.12
53-7041,2.88,3.38,3.25,3.0,3.75,2.75,2.75,1.12,3.0,3.25,2.5,1.75,1.75,3.0,2.62,3.62,2.62,3.38,1.75,3.62,2.75,1.0,2.75,2.75,2.88,1.25,2.75,3.12,3.12,2.12,2.12,1.0,3.5,2.75,2.25
53-7051,2.12,2.88,2.25,3.0,2.75,3.0,2.0,1.0,2.0,2.75,2.12,1.62,1.88,1.88,2.12,2.75,2.0,3.88,1.62,3.25,2.0,1.25,2.0,2.88,2.25,1.25,2.12,2.62,2.75,2.0,2.12,1.62,3.0,3.0,2.5
53-7061,2.0,2.5,2.12,2.25,2.25,2.25,2.25,1.38,2.0,2.25,1.88,1.25,1.88,2.0,1.62,2.75,2.0,3.0,1.25,2.88,1.88,1.12,3.0,2.25,2.25,1.25,2.38,2.12,2.62,2.25,1.75,1.25,2.75,2.25,1.88
53-7062,2.25,3.0,2.19,2.81,2.625,2.13,2.0,1.0,2.185,2.5,2.06,1.375,1.815,2.185,1.94,2.935,1.94,2.935,1.185,2.87,2.0,1.0,2.375,2.685,2.065,1.06,2.25,2.5,2.75,1.94,1.94,1.375,2.62,2.25,2.315
53-7063,2.0,2.75,2.0,2.5,2.5,1.88,1.62,1.0,2.0,2.5,2.0,1.75,1.88,1.88,2.12,3.0,1.88,2.62,1.25,3.38,2.0,1.0,2.75,2.75,1.75,1.25,2.0,2.5,2.75,1.62,2.0,1.0,2.5,2.75,2.38
53-7064,2.12,2.75,2.0,2.62,2.75,1.38,1.62,1.0,1.88,2.25,2.0,1.25,1.5,1.75,2.0,3.0,1.62,2.0,1.12,2.12,1.62,1.38,2.25,2.62,1.25,1.0,2.12,2.12,2.62,1.88,1.88,1.12,2.25,1.75,2.0
53-7065,2.38,3.25,2.25,2.75,2.75,1.25,1.25,1.12,2.25,2.62,2.25,1.62,1.88,2.38,2.0,2.88,2.12,2.25,1.38,2.25,2.25,1.62,2.25,3.0,1.12,1.12,2.88,2.88,2.88,2.38,2.25,1.62,2.62,1.88,2.5
53-7071,2.88,3.12,3.0,3.0,3.62,3.12,2.12,1.0,2.5,3.0,2.25,1.62,2.0,2.25,2.25,3.12,2.25,3.88,1.0,4.0,2.25,1.38,3.0,3.12,3.0,1.88,2.25,2.75,3.0,2.62,2.0,1.88,3.0,3.12,3.0
53-7072,2.88,3.12,2.88,2.88,3.12,2.88,2.25,1.12,2.88,3.0,2.12,2.0,2.25,2.62,2.38,3.5,2.25,3.5,1.88,3.88,2.38,1.75,2.88,3.12,2.75,2.0,2.38,2.75,3.12,2.38,2.12,1.88,3.0,3.0,2.88
53-7073,2.38,2.88,3.0,2.25,3.12,3.12,2.25,1.25,2.12,3.12,1.88,1.38,1.75,2.12,2.25,3.12,2.0,3.88,1.38,4.0,2.0,1.25,2.38,2.75,3.12,1.12,1.88,2.5,3.0,2.0,2.0,1.5,2.75,3.12,2.62
53-7081,2.25,2.88,2.38,2.62,2.75,2.75,1.75,1.0,1.88,2.38,1.38,1.0,1.0,2.0,1.0,2.5,2.0,3.0,1.12,3.0,2.0,1.0,2.25,2.62,2.5,1.0,2.38,2.5,2.88,1.38,1.38,1.0,2.5,2.5,2.5
53-7121,2.75,3.0,3.0,2.88,3.0,2.62,2.38,1.0,2.5,2.88,2.5,2.0,2.0,2.88,2.5,3.0,2.25,3.75,1.0,3.75,2.0,1.38,2.88,3.25,2.5,1.5,2.25,2.62,3.0,2.5,2.12,1.75,3.12,2.62,3.0
