soc_code,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation and Control,Operations Analysis,Operations Monitoring,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing
17-2011,3.62,3.88,3.88,3.25,4.12,1.0,1.25,1.0,3.0,3.75,3.38,1.88,1.75,2.75,3.88,3.75,3.0,1.25,3.88,2.88,3.12,2.12,3.25,4.0,1.0,4.0,2.88,3.0,3.88,3.38,3.5,3.25,3.25,2.0,3.88
17-2021,3.25,4.0,3.88,3.12,3.88,1.88,1.88,1.0,3.0,3.88,2.88,2.25,2.0,3.0,3.75,3.25,2.75,2.62,3.0,3.12,2.88,2.0,2.5,4.0,1.88,3.38,2.75,3.12,4.0,3.75,3.88,2.75,3.0,2.12,4.0
17-2031,3.75,4.0,3.88,3.0,3.88,2.12,2.75,2.25,3.12,3.88,3.25,2.12,2.25,3.0,3.88,3.75,2.88,2.0,3.75,2.88,2.75,3.12,3.12,4.0,2.5,3.88,2.88,3.0,4.0,3.62,3.5,3.38,3.12,2.88,4.0
17-2041,3.75,3.38,4.12,3.0,4.0,1.0,2.12,1.0,3.0,3.88,2.88,2.5,2.62,2.75,3.88,3.25,3.0,2.25,3.62,3.12,3.0,2.38,2.88,3.88,1.0,4.25,2.88,3.0,3.62,3.88,3.75,2.75,3.0,3.0,3.25
17-2051,3.25,3.8766666666666665,3.8800000000000003,3.2866666666666666,3.9599999999999995,1.1666666666666667,1.3333333333333333,1.0,3.0400000000000005,3.7533333333333334,3.0400000000000005,2.6266666666666665,2.6266666666666665,3.1666666666666665,3.8800000000000003,3.3733333333333335,3.0400000000000005,1.8333333333333333,3.4166666666666665,2.3333333333333335,3.0400000000000005,1.96,2.4966666666666666,3.9599999999999995,1.2066666666666668,3.4166666666666665,3.0,2.9599999999999995,3.8766666666666665,3.793333333333333,3.5833333333333335,2.6266666666666665,3.793333333333333,1.8733333333333333,3.75
17-2061,3.75,3.88,3.88,3.12,4.0,2.12,2.5,1.88,3.0,3.62,2.88,1.75,1.88,2.62,3.25,3.12,2.25,1.75,3.38,3.0,2.62,2.5,2.88,4.0,2.12,2.88,2.62,2.75,3.88,3.38,3.38,2.62,3.12,2.62,3.88
17-2071,3.88,3.88,3.88,3.25,4.0,2.0,2.12,1.0,3.0,3.25,3.0,2.38,2.25,3.0,3.38,3.5,2.75,1.38,3.12,2.88,2.88,2.12,3.0,4.0,2.0,3.0,2.75,3.0,3.88,3.25,3.25,2.25,3.0,2.75,4.12
17-2072,3.12,3.75,3.69,3.06,3.94,2.44,2.69,1.81,3.0,3.565,2.81,1.94,2.315,2.75,3.06,3.25,2.625,2.565,2.935,2.875,2.88,2.625,2.935,3.81,2.375,2.5,2.815,2.94,3.815,3.5,3.13,2.75,2.875,2.69,3.375
17-2081,3.75,4.0,3.88,3.75,4.0,1.0,1.0,1.0,3.0,3.88,3.0,2.25,2.25,2.75,3.38,4.0,3.0,2.0,2.5,2.62,3.0,1.62,2.62,4.0,1.0,3.38,2.88,3.0,4.0,3.25,3.25,1.62,3.25,1.62,4.0
17-2111,3.435,3.815,3.685,3.0,3.935,1.0,1.44,1.0,3.19,3.75,3.065,2.25,2.25,2.81,2.88,3.19,2.94,2.185,2.685,2.75,3.06,1.88,2.935,4.0,1.0,3.0,3.06,3.06,3.75,3.685,3.625,2.315,3.25,2.375,3.815
17-2112,3.4675000000000002,3.94,3.9074999999999998,3.0300000000000002,3.9375,1.5,1.75,1.375,2.9975,3.435,3.0625,2.1875,2.3449999999999998,2.8475,3.4675000000000002,3.66,2.7525,2.1525,3.0,2.9074999999999998,2.875,1.9725,2.7800000000000002,4.03,1.435,3.06,2.875,3.125,3.94,3.3425000000000002,3.435,2.685,3.1550000000000002,2.4375,3.875
17-2121,3.38,4.0,3.75,3.25,4.0,1.25,1.5,1.0,3.0,3.62,3.12,2.25,2.5,3.0,3.62,3.62,2.75,1.62,2.88,3.25,3.0,2.38,3.12,4.0,1.12,3.0,2.75,3.38,4.0,3.38,3.0,2.62,3.0,2.62,3.88
17-2131,3.25,4.0,4.0,3.0,3.88,1.5,2.0,1.0,3.12,3.25,3.0,2.12,2.62,3.0,3.75,3.12,3.0,2.25,3.12,3.0,3.0,1.88,3.12,4.0,1.5,4.0,3.12,3.0,3.75,3.12,3.0,2.62,3.0,2.25,3.75
17-2141,3.5,3.75,3.706666666666667,3.1666666666666665,4.0,1.7466666666666668,2.25,1.54,2.9599999999999995,3.75,2.9599999999999995,2.0833333333333335,2.2933333333333334,2.793333333333333,3.7099999999999995,3.33,2.7466666666666666,2.54,3.4166666666666665,3.0400000000000005,2.8733333333333335,2.5433333333333334,3.08,3.9599999999999995,1.7533333333333332,3.5833333333333335,2.793333333333333,2.92,3.67,3.5833333333333335,3.5833333333333335,3.0400000000000005,3.0833333333333335,2.6266666666666665,3.67
17-2151,3.5,3.88,4.12,3.5,4.0,1.0,2.25,1.0,3.12,4.0,3.12,2.88,3.0,3.0,3.75,3.75,2.88,2.0,3.12,3.0,2.88,2.62,2.88,4.0,1.0,3.5,2.62,2.88,4.0,3.75,3.75,2.5,3.38,1.88,4.0
17-2161,3.88,4.0,4.0,3.62,4.12,1.62,1.75,1.0,3.0,4.0,3.0,2.12,2.12,2.75,4.0,4.0,3.0,2.25,3.75,3.62,3.12,1.88,3.25,4.0,1.62,4.12,2.88,2.88,3.75,3.75,3.75,2.88,3.5,3.12,4.0
17-2171,3.75,3.88,3.88,3.62,4.0,1.12,1.88,1.75,3.0,3.88,3.0,2.5,2.75,2.88,3.25,3.75,2.88,2.12,2.25,2.88,3.0,1.88,2.62,4.0,1.0,3.38,3.0,3.62,3.88,3.88,3.88,2.25,3.62,2.25,3.88
17-2199,3.48375,3.7675,3.755,3.0475,3.96875,1.8900000000000001,2.20375,1.34375,2.98375,3.6275,3.0324999999999998,2.14,2.1725,2.79625,3.58,3.45375,2.7975,2.5475,3.15625,2.9825,2.9225,2.38875,2.96625,3.9225,1.875,3.435,2.7675,2.9987500000000002,3.625,3.45375,3.3137499999999998,2.75,3.125,2.45375,3.76875
17-3011,3.38,3.25,3.5,3.12,3.38,1.25,1.62,1.25,3.12,3.12,3.0,1.88,1.88,2.62,3.25,3.25,2.75,1.5,2.25,2.38,2.75,2.38,2.5,3.62,1.25,2.5,2.88,3.0,3.12,3.5,2.75,2.25,3.25,2.0,3.38
17-3012,3.25,3.62,3.38,3.0,3.5,1.25,1.62,1.25,2.75,3.5,2.62,1.88,1.88,2.5,2.75,3.0,2.5,1.5,2.62,2.25,2.62,2.12,2.88,3.38,1.12,1.88,2.75,2.88,3.25,2.88,2.88,2.25,3.12,2.38,3.5
17-3013,3.25,3.25,3.12,3.0,3.25,1.0,1.25,1.0,3.0,3.0,2.88,2.0,2.0,2.25,3.25,3.0,2.25,1.5,3.0,2.12,2.38,2.25,2.75,3.25,1.0,1.88,2.38,3.0,3.12,2.88,2.88,2.38,2.88,2.0,3.0
17-3021,3.0,3.62,3.5,2.88,3.88,2.88,2.62,2.12,2.75,3.25,2.88,2.12,2.12,2.38,3.0,3.12,2.5,3.0,2.75,3.75,2.62,2.12,3.75,3.75,3.0,3.12,2.62,2.88,3.62,3.0,3.0,2.12,3.12,3.25,3.12
17-3022,2.88,3.75,3.12,3.0,3.88,1.0,1.12,1.0,2.38,3.12,2.25,2.12,2.12,2.25,3.62,3.25,2.5,2.12,2.62,2.38,2.5,1.88,2.12,3.75,1.0,2.75,2.75,2.88,3.38,2.88,2.75,1.75,2.88,1.75,3.25
17-3023,3.12,3.62,3.38,3.0,3.75,3.0,2.62,2.0,2.62,3.12,2.62,2.12,2.12,2.62,2.75,3.12,2.25,2.5,2.0,3.0,2.5,1.88,2.88,3.88,3.5,1.75,2.88,2.88,3.25,3.12,2.88,2.0,2.88,3.5,3.25
17-3024,3.12,3.435,3.5,3.0,3.75,3.5,3.12,3.12,2.88,3.25,2.94,1.75,1.875,2.625,2.94,3.435,2.19,3.44,2.25,3.875,2.25,2.69,3.62,3.565,3.875,2.75,2.565,2.88,3.185,3.12,3.12,2.435,3.06,3.94,3.185
17-3025,3.75,3.88,3.12,3.0,3.88,2.38,2.5,1.0,2.88,3.25,3.0,2.12,2.38,3.0,3.0,3.38,2.88,2.88,2.75,3.0,2.88,2.12,3.12,3.88,2.38,3.38,2.75,3.0,3.38,3.0,2.88,2.0,3.12,2.75,3.12
17-3026,3.25,3.69,3.5,3.0,3.63,2.25,2.06,1.0,3.0,3.185,2.815,1.94,2.185,2.5,3.12,3.38,2.62,2.31,2.81,2.875,2.75,1.94,3.0,3.81,2.435,2.815,2.81,2.94,3.25,3.065,3.065,2.56,3.185,2.065,3.25
17-3027,3.06,3.5,3.435,3.0,3.625,2.81,2.815,1.88,2.565,3.25,2.565,1.815,2.06,2.5,3.185,3.12,2.565,2.94,2.435,3.375,2.69,2.06,3.25,3.685,2.87,2.81,2.69,3.0,3.56,2.935,3.0,2.19,3.0,2.94,3.375
17-3029,3.25,3.5,3.12,3.0,3.44,2.935,2.685,1.94,2.81,3.06,2.935,1.75,2.0,2.5,2.935,3.315,2.25,3.0,1.815,3.315,2.31,1.81,3.63,3.69,2.5,2.75,2.5,2.875,3.12,3.0,3.0,2.0,3.0,3.06,3.185
17-3031,3.0,3.12,3.12,3.0,3.38,1.0,1.25,1.0,2.62,2.88,2.5,1.62,1.88,2.62,3.25,3.12,2.38,2.5,2.0,2.38,2.88,2.25,2.25,3.88,1.12,1.62,2.88,2.88,3.12,2.62,2.62,1.75,2.88,1.75,3.25
19-1011,3.88,3.88,4.0,3.12,4.0,1.12,1.12,1.0,3.0,4.0,3.25,2.0,2.25,3.0,3.38,3.75,3.0,1.88,2.75,2.5,3.0,2.0,2.75,4.12,1.0,4.0,3.0,3.12,3.88,3.75,3.25,1.88,3.25,1.88,4.0
19-1012,3.75,4.0,3.88,3.0,3.88,1.0,1.62,1.0,3.0,3.75,3.0,2.0,2.0,2.75,3.12,3.88,3.0,2.12,2.25,2.88,3.0,1.62,3.25,4.0,1.0,3.38,3.0,3.12,3.88,3.25,3.25,1.88,3.0,2.12,4.0
19-1013,4.0,3.88,3.88,3.0,4.0,1.0,1.0,1.0,3.12,3.75,3.25,2.0,2.0,2.75,3.25,3.25,2.75,2.25,3.0,2.75,2.88,2.12,3.0,4.0,1.0,4.0,2.88,3.0,4.0,3.5,3.5,1.75,2.88,1.75,3.88
19-1021,4.12,4.12,4.12,3.0,4.25,1.88,2.25,1.12,3.62,4.0,4.0,1.88,2.0,3.0,3.88,3.88,2.5,2.12,3.12,2.75,3.0,2.25,3.0,4.38,1.75,4.75,2.5,3.0,4.12,3.38,3.12,2.12,2.88,1.88,4.25
19-1022,3.88,3.88,3.62,3.0,4.0,1.0,1.75,1.0,3.0,3.75,3.62,2.25,2.12,3.0,3.12,3.62,2.62,2.5,2.88,2.75,2.62,1.88,2.88,4.12,1.0,4.62,3.0,3.0,3.88,3.0,2.88,1.88,3.0,2.0,4.0
19-1023,3.62,4.0,4.0,3.75,4.0,1.0,1.0,1.0,3.0,4.0,3.0,2.25,2.25,3.0,3.0,3.38,3.12,2.0,2.0,2.75,3.12,1.88,2.12,4.0,1.0,3.88,3.0,3.25,4.0,3.25,3.0,2.0,3.38,1.62,3.88
19-1029,3.8449999999999998,4.0,3.9699999999999998,3.09,4.0600000000000005,1.0,1.4375,1.0,3.4375,3.81,3.4699999999999998,2.1225,2.25,3.0300000000000002,3.7199999999999998,3.565,2.8425000000000002,1.81,2.31,2.5324999999999998,2.9675000000000002,2.2175000000000002,2.5300000000000002,4.1875,1.0,4.3100000000000005,2.7800000000000002,3.3125,4.0,3.2475,3.0625,1.97,3.125,1.9375,4.0325
19-1031,3.25,3.92,3.453333333333333,3.2466666666666666,3.6233333333333335,1.2933333333333332,1.3366666666666667,1.04,3.043333333333333,3.3733333333333335,2.9599999999999995,2.0433333333333334,2.25,2.92,2.6266666666666665,3.33,2.956666666666667,2.29,2.6266666666666665,2.5033333333333334,3.0,1.6266666666666667,2.1233333333333335,3.8800000000000003,1.2066666666666668,2.92,3.206666666666667,3.3733333333333335,3.83,3.0400000000000005,2.9966666666666666,1.71,3.0833333333333335,1.8766666666666667,3.5
19-1032,3.12,4.0,3.88,3.5,3.88,1.62,2.12,1.0,3.0,3.75,2.88,2.88,3.12,3.12,2.88,3.75,3.25,2.88,2.88,3.0,3.12,1.5,2.5,3.88,1.62,2.75,3.0,3.25,3.88,3.62,3.62,2.12,3.5,2.0,3.75
19-1041,4.0,4.12,4.25,3.75,4.25,1.0,1.12,1.0,3.25,4.25,3.5,2.12,2.0,3.12,3.75,3.62,2.88,1.0,3.0,1.5,3.12,1.62,1.5,4.25,1.0,4.12,3.25,3.88,4.12,4.0,4.0,1.38,3.25,1.0,4.12
19-1042,4.12,4.0,3.88,3.0,4.0,1.0,1.62,1.0,3.25,4.0,3.38,1.75,1.88,2.88,3.62,3.62,2.88,1.88,2.88,2.75,2.88,2.0,2.25,4.0,1.0,4.12,3.12,3.0,4.12,3.75,3.25,1.75,3.12,1.75,4.25
19-2011,4.0,4.0,3.5,3.12,4.12,1.38,1.62,1.0,3.0,3.62,3.75,2.5,2.0,3.0,4.12,3.38,2.62,1.75,2.62,2.0,3.0,2.25,1.75,4.25,1.12,4.25,2.88,3.12,4.0,3.0,3.0,2.0,2.88,1.38,4.12
19-2012,4.0,4.0,3.88,3.0,4.12,1.0,1.88,1.12,3.62,3.75,3.88,2.25,2.12,3.0,4.25,3.25,2.75,1.62,3.12,2.38,3.12,3.38,2.62,4.25,1.0,4.62,3.0,3.25,4.12,3.38,3.38,2.75,3.12,2.0,4.0
19-2021,4.0,4.0,3.88,3.0,4.0,1.0,1.0,1.0,3.0,3.75,3.12,1.75,1.75,2.88,3.38,3.12,2.5,1.12,2.62,2.0,2.88,2.0,1.62,4.12,1.0,4.0,2.88,3.12,4.0,3.12,2.88,1.75,3.0,1.0,3.88
19-2031,3.62,3.75,3.62,3.0,4.0,2.75,2.5,1.0,3.0,3.25,3.0,1.88,2.25,2.75,3.75,3.5,2.12,2.25,2.5,3.0,2.5,2.12,3.25,4.0,2.12,4.12,2.5,3.0,3.88,3.12,3.12,1.62,3.0,2.88,3.75
19-2032,3.75,4.0,4.0,3.0,4.0,1.38,1.38,1.0,2.88,3.62,3.0,2.12,2.12,2.5,3.5,3.12,2.62,2.0,3.12,2.75,3.12,1.88,2.88,4.0,1.38,4.0,2.75,3.0,3.75,3.0,3.12,1.88,3.0,2.0,3.88
19-2041,3.6550000000000002,3.9699999999999998,3.8449999999999998,3.2175000000000002,3.94,1.0,1.095,1.03,3.0300000000000002,3.5,3.0625,2.185,2.185,2.9375,3.2199999999999998,3.4025,2.935,1.53,2.5,2.2199999999999998,3.0300000000000002,2.0324999999999998,2.06,4.0625,1.0,3.435,2.9675000000000002,3.185,3.94,3.4675000000000002,3.375,1.91,3.1574999999999998,1.405,3.94
19-2042,3.25,3.88,3.88,3.12,4.0,1.0,1.75,1.0,3.0,3.88,3.12,1.75,1.62,2.62,3.38,3.12,2.62,2.0,2.62,2.0,2.88,2.0,2.0,4.12,1.0,4.0,2.62,3.0,4.0,3.25,3.25,1.62,2.88,1.5,3.88
19-2043,3.62,3.88,3.75,3.12,4.0,2.12,1.88,2.0,3.0,3.5,3.0,1.75,2.0,2.75,3.75,3.5,2.88,1.88,2.38,2.62,3.0,2.12,2.75,3.88,1.88,3.88,2.88,3.0,3.75,3.38,3.0,1.62,2.88,2.0,3.62
19-2099,3.38,3.88,3.75,3.0,4.0,1.0,1.5,1.0,3.0,3.75,3.12,1.75,1.88,2.88,3.75,3.38,2.5,2.0,3.25,2.5,2.62,2.88,2.38,4.0,1.0,3.88,2.88,2.88,3.88,3.62,3.62,2.38,2.88,1.5,3.88
19-3011,3.815,4.0,3.685,3.0,4.0600000000000005,1.0,1.0,1.0,3.25,3.81,3.185,2.37,1.87,2.56,4.0600000000000005,3.31,2.375,1.0,2.31,1.25,3.0,2.0,1.565,4.0600000000000005,1.0,2.13,2.875,3.0,3.75,3.25,3.185,1.565,3.0,1.0,4.0600000000000005
19-3022,3.38,4.0,3.62,3.12,4.12,1.0,1.0,1.0,3.0,3.5,3.0,1.75,1.75,3.0,3.5,3.0,2.62,1.12,2.38,1.75,3.0,2.25,2.0,4.0,1.0,2.75,2.88,3.0,4.0,3.12,3.12,1.88,3.0,1.0,4.0
19-3032,3.88,4.38,4.0,3.75,4.12,1.0,1.0,1.0,3.62,4.12,3.62,2.12,2.12,3.38,3.5,3.88,3.25,1.0,3.5,2.0,3.75,2.75,2.0,4.38,1.0,3.75,3.38,3.88,4.12,3.88,4.0,1.88,3.62,1.0,4.25
19-3033,3.88,4.25,3.75,3.5,4.25,1.0,1.0,1.0,3.25,3.75,3.62,1.5,1.5,2.75,2.25,3.75,3.12,1.0,1.62,1.75,3.5,1.62,1.0,4.75,1.0,2.38,3.75,4.38,4.12,3.0,3.0,1.62,3.25,1.0,4.25
19-3034,3.62,4.38,3.75,3.62,4.0,1.0,1.0,1.0,3.25,3.88,3.5,1.0,1.0,2.75,2.75,4.0,3.38,1.0,1.75,1.75,3.5,1.75,1.38,4.25,1.0,2.0,3.75,4.0,4.25,3.12,3.12,1.62,3.38,1.0,4.0
19-3039,3.815,4.4399999999999995,4.0600000000000005,3.375,4.25,1.0,1.0,1.0,3.38,4.1850000000000005,3.5,1.875,1.815,2.815,2.81,3.62,3.0,1.06,1.69,1.94,3.315,1.815,1.815,4.3100000000000005,1.0,3.12,3.685,4.12,4.125,3.185,3.0,1.685,3.25,1.375,4.13
19-3041,4.0,4.12,3.62,3.12,4.0,1.0,1.0,1.0,3.62,3.62,3.88,1.62,1.75,2.88,2.88,3.5,2.75,1.0,2.38,1.38,2.88,1.75,1.12,4.0,1.0,3.12,3.0,3.88,4.12,3.12,3.12,1.62,3.0,1.0,4.0
19-3051,3.25,4.12,3.75,3.25,4.0,1.0,1.0,1.0,3.0,4.12,3.0,2.5,2.25,3.0,3.0,3.0,3.38,1.38,3.12,1.75,3.12,1.75,1.62,4.0,1.0,2.62,3.25,3.62,4.12,4.0,3.75,1.62,3.25,1.0,3.88
19-3091,3.88,4.12,3.75,3.12,4.12,1.0,1.12,1.0,3.25,3.25,3.38,1.88,2.0,3.0,2.75,3.5,2.62,1.5,1.5,1.75,2.88,1.5,1.62,4.12,1.0,3.0,2.75,3.12,4.25,3.0,2.88,1.5,3.0,1.0,4.25
19-3092,3.62,3.75,3.5,3.0,4.0,1.12,1.0,1.0,3.12,3.62,3.12,1.62,1.75,2.5,3.0,3.0,2.75,1.12,2.5,1.62,2.62,1.88,1.38,4.12,1.0,3.38,3.0,3.0,4.0,3.38,3.12,1.75,3.0,1.0,4.12
19-3093,3.75,4.0,3.12,3.0,4.12,1.0,1.0,1.0,3.25,3.12,3.0,1.5,1.62,2.88,1.75,3.0,2.25,1.0,2.0,1.5,2.75,1.25,1.38,4.75,1.0,2.62,2.38,3.38,3.88,2.25,2.25,1.38,2.88,1.0,4.0
19-3094,4.12,4.12,3.62,3.0,4.0,1.0,1.0,1.0,3.5,3.62,3.5,1.62,1.62,2.12,3.0,2.88,2.75,1.0,2.5,1.38,2.88,1.5,1.38,4.25,1.0,2.62,3.0,3.75,4.12,3.0,3.12,1.5,2.88,1.0,4.0
19-3099,3.75,4.0,4.0,3.62,4.0,1.0,1.12,1.0,2.88,3.88,3.0,2.12,2.38,2.75,3.38,3.12,3.0,1.62,3.25,1.88,3.0,2.25,1.5,4.0,1.0,2.38,3.0,3.0,4.0,3.5,3.75,1.62,3.25,1.0,4.0
19-4012,3.25,3.5,3.13,3.0,3.5,2.25,2.06,1.44,2.875,3.185,2.94,1.815,1.94,2.5,3.065,3.185,2.56,2.815,2.065,2.94,2.625,1.88,2.31,3.63,2.25,2.815,2.685,2.815,3.375,2.87,2.81,1.56,3.0,2.37,3.31
19-4013,3.0,3.5,3.12,3.12,3.25,2.0,1.62,1.0,3.0,3.0,2.88,1.5,2.0,2.62,2.75,3.12,2.0,2.12,1.38,2.75,2.0,1.38,3.12,3.75,1.75,3.25,2.25,2.88,3.5,2.25,2.38,1.38,3.0,2.12,3.5
19-4021,3.5,3.75,3.25,2.75,3.88,2.12,1.88,1.0,2.38,3.12,2.88,1.88,2.25,2.12,3.0,3.25,1.88,2.62,1.88,3.0,2.0,1.88,2.88,4.0,1.75,3.75,2.25,2.75,3.25,3.0,2.75,1.88,2.88,2.62,3.38
19-4031,3.38,3.88,3.12,3.0,4.0,2.88,2.75,1.0,3.0,3.12,3.12,1.75,2.25,2.5,3.0,3.88,2.62,3.0,2.5,3.25,2.62,1.5,3.12,4.0,2.75,4.12,2.75,2.88,3.38,3.0,3.12,2.0,3.12,2.88,3.88
19-4042,3.12,3.88,3.25,3.0,3.75,1.88,1.75,1.0,2.88,3.25,3.0,1.88,2.0,2.38,3.12,3.38,2.75,2.88,2.62,3.0,2.88,1.88,2.75,4.0,1.75,3.38,3.0,3.0,3.88,3.12,3.0,1.5,3.0,2.0,3.88
19-4043,2.75,3.12,3.12,3.0,3.5,1.88,2.25,1.0,2.62,3.12,2.62,1.75,2.12,2.5,2.75,3.25,2.38,2.75,1.5,3.0,2.62,1.62,2.25,3.75,2.0,2.62,2.5,2.88,3.0,2.62,2.5,2.0,3.25,2.12,3.25
19-4051,3.19,3.75,3.185,3.06,3.75,2.5,2.06,1.19,3.125,3.315,3.0,1.875,1.94,2.565,2.935,3.815,2.685,3.0,1.435,3.815,2.88,1.81,3.31,3.685,2.25,2.935,2.815,3.0,3.375,2.875,2.75,1.75,3.0,3.0,3.185
19-4061,3.12,3.75,3.38,2.88,3.75,1.0,1.38,1.0,2.62,3.12,3.0,1.75,2.0,2.38,3.12,2.88,2.38,1.62,2.0,2.12,2.5,2.62,2.5,4.0,1.0,3.25,2.38,2.88,3.38,3.0,2.88,1.75,2.88,1.75,3.75
19-4071,3.0,3.75,3.0,3.12,3.75,2.0,2.12,1.25,3.12,3.25,3.0,2.0,2.0,2.88,2.75,3.12,2.25,2.75,1.88,2.88,2.88,2.0,2.62,3.38,2.0,2.75,3.0,3.12,3.25,3.0,2.75,2.0,3.25,2.0,3.0
19-4092,3.38,4.0,3.62,3.12,4.0,1.62,2.0,1.0,2.75,3.25,3.0,1.38,1.5,2.62,2.75,3.25,2.38,2.62,1.62,2.75,2.75,1.5,2.5,4.0,1.5,3.25,3.0,3.25,4.0,3.0,3.0,1.38,3.0,2.0,4.0
19-4099,3.06,3.38,3.315,2.935,3.5,2.12,2.0,1.31,2.62,3.19,2.75,1.69,1.935,2.25,3.25,3.565,2.44,2.565,2.0,3.0,2.375,2.25,3.44,3.625,1.88,2.685,2.625,2.94,3.31,3.19,2.875,1.75,2.94,2.69,3.25
19-5011,3.38,4.0,3.75,3.0,3.75,1.38,2.0,1.0,3.25,3.75,3.0,2.0,2.0,2.5,3.0,3.62,2.88,2.0,3.0,3.0,3.12,1.88,3.12,4.0,1.38,2.75,3.0,3.75,4.0,3.75,3.75,1.88,3.0,2.0,4.0
19-5012,3.12,4.0,3.25,3.0,3.88,1.0,1.0,1.0,3.0,3.25,3.0,2.0,2.0,2.62,2.75,3.25,3.12,2.62,2.12,2.88,3.12,1.88,2.88,3.88,1.12,2.75,3.0,3.12,3.88,3.12,3.0,1.88,3.0,2.0,3.75
21-1011,3.75,4.25,3.5,3.5,4.12,1.0,1.0,1.0,3.38,3.88,3.25,2.0,2.0,3.0,2.0,4.0,3.25,1.62,2.0,2.0,3.88,1.75,2.0,4.0,1.0,2.0,3.88,4.12,4.25,3.25,3.25,1.75,3.0,1.5,4.0
21-1012,3.75,4.38,3.75,3.62,3.88,1.0,1.0,1.0,3.62,3.62,3.75,1.5,1.5,2.88,2.25,3.75,3.38,1.0,1.38,1.5,3.62,1.5,1.5,3.88,1.0,1.5,4.0,4.12,4.12,3.0,3.0,1.38,3.12,1.25,3.88
21-1013,3.75,4.88,4.0,3.5,3.88,1.0,1.0,1.0,3.5,4.0,3.12,1.38,1.25,3.0,1.88,3.62,3.62,1.12,2.75,1.5,3.62,1.25,1.25,4.0,1.0,2.5,4.0,4.38,4.25,3.12,3.25,1.5,3.12,1.0,4.0
21-1014,3.5,4.75,3.62,3.25,3.75,1.0,1.0,1.0,3.12,3.88,3.25,1.62,1.62,2.88,2.0,3.88,3.12,1.0,2.75,1.62,3.5,1.62,1.88,4.12,1.0,2.88,4.0,4.88,4.25,3.12,3.25,1.62,3.0,1.0,4.0
21-1015,3.12,4.0,3.12,3.62,3.62,1.0,1.0,1.0,3.12,3.38,3.12,1.5,1.38,2.75,2.0,3.88,3.0,1.12,2.88,1.62,3.12,1.5,1.25,3.75,1.0,2.25,4.0,4.0,4.0,3.12,3.12,1.5,3.25,1.0,3.62
21-1021,3.38,4.88,3.88,3.75,4.12,1.0,1.0,1.0,3.12,4.0,3.12,1.38,1.38,2.88,2.0,3.88,3.75,2.0,2.62,2.12,3.75,1.38,1.75,4.0,1.0,2.25,4.0,4.12,4.5,3.12,2.88,1.5,3.75,1.5,3.75
21-1022,3.75,4.0,3.88,4.0,4.0,1.0,1.0,1.0,3.0,3.62,3.12,1.62,1.75,3.12,2.0,3.25,3.12,1.62,2.88,1.62,3.25,1.62,1.62,4.0,1.0,2.62,4.12,4.25,4.12,2.75,3.12,1.62,3.12,1.0,3.88
21-1023,3.25,4.12,3.88,3.88,4.0,1.0,1.0,1.0,3.25,3.5,3.75,1.88,1.88,3.0,2.0,4.0,3.38,1.38,2.5,2.0,3.75,1.88,1.88,4.0,1.0,2.62,3.88,4.25,4.12,3.25,2.88,1.75,3.25,1.0,3.75
21-1091,3.88,4.12,3.12,3.62,3.75,1.0,1.0,1.0,3.38,3.25,4.0,2.25,2.12,3.0,2.12,3.25,3.0,1.5,3.0,1.88,3.12,1.38,1.38,3.75,1.0,2.5,3.25,3.88,4.12,3.12,3.0,1.75,3.38,1.0,4.12
21-1092,3.38,4.0,3.75,3.12,3.88,1.0,1.0,1.0,3.0,3.62,2.25,1.62,1.62,2.25,1.88,3.75,3.12,2.12,1.75,2.25,3.12,1.62,2.0,3.88,1.0,1.75,3.0,4.0,4.0,2.88,2.75,1.5,3.38,1.62,3.75
21-1093,3.25,4.0,3.25,3.75,3.62,1.0,1.0,1.0,2.88,3.25,2.88,2.0,2.0,2.25,2.0,3.62,3.0,2.0,2.0,2.0,3.38,1.62,1.88,3.75,1.0,1.75,3.88,4.0,4.0,2.75,2.88,1.75,3.0,1.12,3.62
21-1094,3.62,4.12,3.5,3.62,3.75,1.0,1.0,1.0,3.5,3.38,3.38,1.88,1.88,3.25,2.25,3.38,3.0,1.88,1.38,2.12,3.5,1.5,1.88,3.88,1.0,1.25,3.88,4.12,4.12,3.38,3.12,1.5,3.38,1.62,4.0
21-2011,3.75,4.25,3.75,3.75,3.75,1.0,1.0,1.0,4.0,3.88,3.62,2.75,2.75,3.38,1.88,3.5,3.75,1.38,1.75,1.75,3.88,1.5,1.0,3.88,1.0,1.38,4.0,4.12,4.75,2.88,3.0,1.5,3.88,1.0,3.88
21-2021,3.88,4.0,3.5,3.75,3.88,1.0,1.0,1.0,3.88,3.62,3.75,2.75,2.75,3.0,2.12,3.12,3.0,1.12,2.88,2.0,3.12,1.75,2.0,3.88,1.0,1.38,3.88,4.0,4.12,3.12,2.88,1.88,3.12,1.5,3.25
